gene,lgu_Unaffected,lgcv_Unaffected,dropr_Unaffected,dist_Unaffected,lgu_CRC,lgcv_CRC,dropr_CRC,dist_CRC,mean_diff,dist_sign,dv_score,z_score,pval
CCDC153,0.027592946,2.220349,0.9838998211091234,7.985311865026717e-06,0.0028869854,3.1960714,0.997979797979798,0.00015404936262415929,-0.024705961,1.0,0.0008231320365409002,0.18485335038886563,0.8533440613044228
AC068025.1,0.0067689125,2.8843966,0.9964221824686941,7.638667461279693e-06,0.0077944384,2.7563312,0.9949494949494949,0.0001097057803934366,0.0010255259,1.0,0.0008224266762765258,0.1847851238861821,0.8533975763405606
ANAPC15,0.011889893,2.5940382,0.9928443649373881,2.9791242509429832e-06,0.019724196,2.3483672,0.9875901875901876,6.698567469717755e-06,0.007834303,1.0,0.0008222653846687836,0.1847695228339762,0.8534098134816517
CLDN9,0.007109588,2.8791008,0.9964221824686941,9.665722979592941e-06,0.0048898146,3.0105278,0.996969696969697,0.00028987212102057463,-0.0022197734,1.0,0.000821763271914911,0.18472095559978433,0.8534479088365303
KLHDC3,0.030446813,2.1766386,0.9821109123434705,7.679679487875058e-06,0.05771308,1.8505206,0.9630591630591631,0.00015931428085469112,0.027266268,1.0,0.0008211845467568406,0.1846649779731099,0.8534918172076706
MORC2-AS1,0.006030371,2.9492395,0.9964221824686941,6.242802976072927e-06,0.0051691923,2.9379263,0.9965367965367965,0.00022539439377895426,-0.0008611786,1.0,0.0008209831834247145,0.18464550095319038,0.8535070949217984
AL392023.2,0.00029130914,3.2036428,0.998211091234347,1.028804126437683e-06,0.0042812545,3.0205195,0.9971139971139971,0.00023801022698968262,0.003989945,1.0,0.0008207192248901817,0.18461996936518602,0.8535271219036056
AC016766.1,0.015274063,2.4781077,0.9910554561717353,8.468373798535162e-06,0.011160296,2.5855093,0.9926406926406927,0.00022117596828220907,-0.0041137664,1.0,0.000820179090145835,0.18456772442533625,0.8535681031371818
AC093639.1,0.0069916854,2.8729427,0.9964221824686941,8.344761293884913e-06,0.0051862174,2.9730353,0.9966810966810967,0.00020809306006992206,-0.001805468,1.0,0.000820052238516709,0.18455545460599412,0.8535777277118823
DRD2,0.0031378255,3.203639,0.998211091234347,4.4814084248673525e-06,0.022823492,2.2773063,0.986002886002886,0.0006129559157280442,0.019685667,1.0,0.0008169427397635876,0.18425468599775324,0.8538136605675037
THEM6,0.0081276195,2.8145912,0.9946332737030411,0.0003867024521113594,0.02038751,2.3004446,0.9857142857142858,0.001084870153475271,0.01225989,1.0,0.0008150909083501175,0.18407556620992022,0.8539541742737011
CCDC146,0.29401374,1.1746161,0.8193202146690519,0.0061918285946037845,0.5478976,0.85244054,0.6230880230880231,0.006415200796028136,0.25388384,1.0,0.0008143571800078498,0.18400459578354225,0.8540098495698194
AC019205.1,0.017898683,2.4009795,0.9892665474060823,6.252412117127695e-06,0.042269383,1.9810315,0.9724386724386724,0.0008475565923117318,0.0243707,1.0,0.0008134074709882057,0.1839127344635191,0.854081914556198
GNB4,0.018973842,2.3750823,0.9874776386404294,6.520303223954305e-06,0.010543406,2.6341722,0.9933621933621933,0.00035056433169565704,-0.008430436,1.0,0.000812250413513546,0.1838008172080583,0.8541697150212695
FAH,0.0050231423,2.995879,0.9964221824686941,6.437301687283048e-06,0.027535843,2.1680648,0.9816738816738817,7.28476182459825e-06,0.0225127,1.0,0.0008119235890633784,0.1837692048670283,0.8541945156192612
GDF11,0.0031146973,3.2036445,0.998211091234347,4.616333716460046e-06,0.0279816,2.179725,0.9825396825396825,0.000525305163851391,0.024866903,1.0,0.0008110316314391263,0.1836829295942092,0.854262201259206
FDXR,0.012120501,2.597811,0.9928443649373881,0.000361921730982412,0.03232863,2.1223514,0.9799422799422799,0.0010870788508414633,0.020208132,1.0,0.0008109899238854891,0.18367889539967933,0.8542653662367787
TMEM169,0.00029130914,3.2036428,0.998211091234347,1.028804126437683e-06,0.0048102117,2.9692771,0.996969696969697,3.201371299471894e-06,0.0045189024,1.0,0.000810389013183535,0.18362077185956777,0.8543109666037341
AC105094.2,0.03139506,2.1414955,0.9803220035778175,1.1284061539136465e-05,0.0012609684,3.5232792,0.9988455988455989,0.0005185915741163678,-0.030134091,1.0,0.0008091932611050372,0.18350511183941504,0.85440170821191
SPIN4,0.003834503,3.2036414,0.998211091234347,0.0003907864454592791,0.048797008,1.9305582,0.9688311688311688,0.000617620713909883,0.044962503,1.0,0.0008091187972152281,0.18349790926360451,0.8544073590900645
TAF1L,0.005713681,2.9524524,0.9964221824686941,7.384218255631579e-06,0.0062162387,2.8609393,0.9959595959595959,0.0001212983630757373,0.0005025575,1.0,0.000808891019441647,0.1834758772869461,0.8544246446213533
COLEC10,0.0028721502,3.2036457,0.998211091234347,6.380982783802939e-06,0.014313142,2.4492152,0.98989898989899,0.0009784562840911982,0.011440991,1.0,0.0008080093140586529,0.18339059366988228,0.854491555873373
GREM1,0.015074464,2.5302377,0.9910554561717353,8.987797807022168e-06,0.01102415,2.6618996,0.9940836940836941,0.001389538070034162,-0.0040503135,1.0,0.0008070064650249954,0.18329359234199105,0.854567661800925
UNG,0.023409447,2.324423,0.9874776386404294,0.0018634773451154806,0.07413188,1.7518672,0.9541125541125541,0.0021835558844680403,0.050722435,1.0,0.0008061262275912908,0.18320845071342756,0.8546344638842063
ZNF84,0.082994595,1.7326103,0.9499105545617174,0.0013134097147126395,0.26865017,1.1783614,0.8238095238095238,0.0017116871810484659,0.18565558,1.0,0.0008050227264973312,0.1831017137392161,0.8547182111378664
L3MBTL3,0.10110426,1.6515896,0.9409660107334525,0.0034906101455022113,0.15674585,1.4227595,0.9012987012987013,0.003632250512039588,0.05564159,1.0,0.0008040979592003464,0.1830122649260974,0.8547883951303388
DKK2,0.0037969095,3.203636,0.998211091234347,0.00038339725570405494,0.009201337,2.66299,0.9935064935064936,0.0005374481543000576,0.005404427,1.0,0.0008031028115321077,0.18291600851857515,0.8548639218315328
SHLD1,0.18831223,1.3656867,0.8837209302325582,0.0018933260369334679,0.48277915,0.9096152,0.6686868686868687,0.0024591966104319167,0.2944669,1.0,0.0008029657302667743,0.18290274922996833,0.8548743257141043
AC009120.3,0.0067334217,2.8777184,0.9964221824686941,7.161050051735809e-06,0.0031623468,3.1974733,0.9978354978354979,0.00025639961175473073,-0.003571075,1.0,0.0008026266431317442,0.18286995077151164,0.8549000610878232
HEY1,0.0075826277,2.8729422,0.9964221824686941,1.2822387939741302e-05,0.008979143,2.7269166,0.9946608946608947,0.0005725292162511068,0.0013965149,1.0,0.0008022961545839563,0.1828379840178804,0.8549251440112822
MAFG-DT,0.0071800817,2.880498,0.9964221824686941,1.044629416438035e-05,0.016801568,2.4196215,0.9894660894660895,0.0005434289589266486,0.009621486,1.0,0.0008019823316350122,0.1828076292568459,0.8549489622098501
AL365356.4,0.010189816,2.6883004,0.9946332737030411,9.287969437401529e-06,0.0035382072,3.1459875,0.9978354978354979,0.00016307329828463106,-0.006651609,1.0,0.000801197639133782,0.18273172928381806,0.8550085185405021
PPARD,0.29053193,1.1666427,0.815742397137746,1.343807979295321e-05,0.22112314,1.2593104,0.8548340548340548,1.7877855573069526e-05,-0.06940879,1.0,0.000800740655364147,0.1826875271846071,0.8550432029233828
SFR1,0.0024406991,3.2036395,0.998211091234347,1.021411178909103e-05,0.009782066,2.6267674,0.9929292929292929,0.0007396827507671374,0.0073413663,1.0,0.0007995478889351619,0.18257215595365156,0.8551337334262177
CCDC106,0.006883664,2.8980823,0.9964221824686941,9.436520136335936e-06,0.008326726,2.7386956,0.9948051948051948,0.00014565880094038303,0.001443062,1.0,0.0007993633481522455,0.18255430610747114,0.8551477401694279
CHRNB4,0.0015513032,3.2036366,0.998211091234347,0.0002568890876106471,0.033989888,2.097973,0.9786435786435786,0.000984676167688587,0.032438584,1.0,0.0007993530112342174,0.18255330626129154,0.8551485247483335
MRPL19,0.020705322,2.348218,0.9874776386404294,2.3897444502511625e-06,0.23244931,1.239122,0.8468975468975469,7.253267079011979e-06,0.21174398,1.0,0.0007993384277705829,0.18255189566479066,0.8551496316430991
HIST1H4J,0.0028998016,3.2036326,0.998211091234347,6.1593601858752524e-06,0.003839727,3.1342418,0.9978354978354979,0.0003348586966501707,0.00093992543,1.0,0.0007982502608873518,0.18244664190365803,0.8552322250503939
CRIP2,0.0060794395,2.8818388,0.9964221824686941,6.497332135356609e-06,0.0069527593,2.849185,0.9961038961038962,0.0005453609780439266,0.0008733198,1.0,0.0007964725456511873,0.1822746910588818,0.8553671595657892
BACE1-AS,0.0046038283,3.0852795,0.9964221824686941,4.27088160012118e-06,0.010633271,2.6458163,0.9936507936507937,0.0006287268302825181,0.006029443,1.0,0.0007962867505089524,0.1822567198838518,0.8553812622809118
UBA2,0.14630918,1.4711632,0.9087656529516994,4.4038066143604605e-06,0.30113393,1.1253988,0.7997113997113997,0.0006894066291054592,0.15482475,1.0,0.0007959201348322895,0.18222125870647762,0.8554090902507911
CCDC62,0.0016395351,3.2036405,0.998211091234347,0.00033859104548114783,0.014951085,2.4460654,0.98989898989899,0.0004701705182728949,0.01331155,1.0,0.0007958639662338199,0.18221582575649764,0.8554133537452075
AC009312.1,0.018553663,2.3869467,0.9892665474060823,9.17530543845565e-06,0.009545947,2.6650062,0.9939393939393939,0.00014116293655137122,-0.009007716,1.0,0.000794551583735451,0.1820888845711642,0.8555129717359318
AC124283.1,0.0067456835,2.896469,0.9964221824686941,8.254807577310508e-06,0.027892994,2.1859415,0.9823953823953824,0.00081247517145656,0.02114731,1.0,0.0007943894677346486,0.18207320377891884,0.8555252775080908
ASCC1,0.09409848,1.6616702,0.9409660107334525,1.5741395402896793e-05,0.11350795,1.543974,0.9251082251082251,2.3618653079159918e-05,0.01940947,1.0,0.0007930904511108366,0.18194755541786595,0.8556238834948826
CCDC36,0.00029130914,3.2036428,0.998211091234347,1.028804126437683e-06,0.005499591,2.894027,0.9958152958152958,5.609012696955969e-06,0.005208282,1.0,0.0007917029872104911,0.1818133519273926,0.855729205843121
PRDX4,0.010772566,2.6622107,0.9928443649373881,8.028468414335138e-06,0.031031823,2.1313314,0.9805194805194806,0.00042192982342647195,0.020259257,1.0,0.0007909117510726619,0.18173681901618757,0.8557892697083382
CD247,0.13776536,1.5028954,0.9159212880143113,0.0016986646284289151,0.014988069,2.5278609,0.9917748917748918,0.0021517638203303055,-0.12277729,1.0,0.0007908225093730642,0.18172818704559807,0.8557960442256372
UNC5CL,0.003713653,3.2036405,0.998211091234347,0.0003870769890223751,0.019325763,2.3315265,0.987012987012987,0.0005675206088239578,0.0156121105,1.0,0.0007895411954897847,0.18160425099545274,0.8558933125166404
SLC35E2A,0.16125639,1.4241523,0.8980322003577818,1.7992480381035616e-05,0.048589572,1.905748,0.9673881673881674,2.3986564635308307e-05,-0.112666816,1.0,0.0007893320556556098,0.1815840217875171,0.8559091891420827
PDE6A,0.037312064,2.0777571,0.9767441860465116,2.9212254350171208e-06,0.0028910597,3.257235,0.9982683982683983,0.0005893097751062824,-0.034421004,1.0,0.0007879834610719973,0.181453577960972,0.8560115676488249
RWDD2A,0.004187986,3.1372445,0.9964221824686941,8.877685805628225e-06,0.007025133,2.7825732,0.9949494949494949,0.0005123694951426347,0.002837147,1.0,0.0007878109068179779,0.18143688752082457,0.8560246672733862
SLFNL1-AS1,0.004777447,3.0894635,0.9964221824686941,5.040434931975591e-06,0.03271776,2.0949857,0.9780663780663781,8.632288918839468e-06,0.027940314,1.0,0.0007867135613740645,0.1813307459564988,0.8561079742516242
HSD17B6,0.0065399213,2.8842902,0.9964221824686941,6.413345956682428e-06,0.003092275,3.148954,0.9978354978354979,0.000391722487948271,-0.0034476463,1.0,0.0007865831621170212,0.18131813299017516,0.8561178738553565
LYSMD1,0.0033981195,3.2036445,0.998211091234347,3.6796138026544183e-06,0.01635583,2.4376357,0.9900432900432901,0.0007322474557658868,0.01295771,1.0,0.0007860877184166494,0.1812702108252047,0.8561554869777943
PRPS2,0.019725926,2.3553338,0.9874776386404294,4.552427706068361e-06,0.057840344,1.8514522,0.9632034632034632,0.00033055846097490864,0.038114417,1.0,0.0007821981155739407,0.18089398606150703,0.8564507894082114
NFATC4,0.0060822414,2.903684,0.9964221824686941,6.3518457634994996e-06,0.015315725,2.443689,0.9900432900432901,0.00017281139456573995,0.009233483,1.0,0.0007803896088029124,0.18071905688233614,0.8565880998483244
TRDN-AS1,0.015032565,2.4480612,0.9892665474060823,1.6295547642430694e-05,0.0072058565,2.7468758,0.9946608946608947,0.0008698123983376346,-0.007826708,1.0,0.0007801340515811778,0.1806943379176381,0.8566075033188405
CPLX1,0.003801554,3.2036343,0.998211091234347,0.0003831352353224459,0.05705678,1.8607377,0.963924963924964,0.0007145975764218597,0.053255226,1.0,0.000780019885267529,0.18068329509498712,0.8566161715530751
MRPS12,0.007788968,2.8733356,0.9964221824686941,1.4687263397436442e-05,0.037006237,2.0712473,0.9777777777777777,0.001907372222513819,0.02921727,1.0,0.000780006215372227,0.1806819728640711,0.8566172094598186
C15orf39,0.01426569,2.5176842,0.9910554561717353,3.3461996828405796e-06,0.037232287,2.0499985,0.976046176046176,0.0005428648490406565,0.022966597,1.0,0.0007790339753511043,0.1805879322159648,0.856691028837653
AMIGO1,0.0037312382,3.2036352,0.998211091234347,0.0003829906801987829,0.00515249,2.9249682,0.9961038961038962,0.00050486133146222,0.0014212518,1.0,0.0007779975017987935,0.18048767853118874,0.8567697266626768
CAPZA2,0.20201005,1.3310906,0.8729874776386404,6.19816322651942e-06,0.37074822,1.0312315,0.7499278499278499,7.261301601416233e-06,0.16873817,1.0,0.0007779387655144386,0.1804819972198581,0.8567741864600507
TPGS2,0.02281487,2.2953465,0.9856887298747764,4.976871542271182e-06,0.066880286,1.7757157,0.9564213564213564,1.2504347123722323e-05,0.044065416,1.0,0.0007775065119503949,0.180440187168404,0.856807007255445
PAH,0.0010683272,3.2036376,0.998211091234347,0.0002789521438036203,0.07752296,1.7212867,0.9510822510822511,0.0006868975494676457,0.07645464,1.0,0.0007772358907601845,0.18041401113001249,0.8568275555121478
POLQ,0.060442366,1.8960977,0.9660107334525939,0.004542779049134124,0.12805715,1.5180221,0.921067821067821,0.004883278771732407,0.06761479,1.0,0.0007767041638401425,0.1803625794432994,0.8568679297996447
AC005091.1,0.002809491,3.2036395,0.998211091234347,6.9030253534005955e-06,0.009219093,2.6909657,0.9942279942279942,0.00015681621270051922,0.0064096022,1.0,0.0007753454071432944,0.18023115267869988,0.85697110256741
AP001157.1,0.0050782026,2.9978676,0.9964221824686941,1.697052195436029e-06,0.012605428,2.5056856,0.9911976911976912,8.692789647506336e-06,0.007527225,1.0,0.0007734857786370724,0.18005127871119947,0.8571123113668859
AC004593.1,0.00029130914,3.2036428,0.998211091234347,1.028804126437683e-06,0.0077449335,2.7491279,0.9948051948051948,2.7619530884155917e-06,0.007453624,1.0,0.0007734711258352622,0.18004986140791135,0.8571134240290796
AL121845.2,0.0030152986,3.2036393,0.998211091234347,5.277235314613435e-06,0.004282809,3.068163,0.9972582972582973,0.0002536832694798693,0.0012675102,1.0,0.0007727300770266002,0.17997818290390932,0.857169696026
IFT81,0.051145162,1.9269323,0.9677996422182469,1.135118151980511e-05,0.0635116,1.7941141,0.9582972582972583,1.834709869179246e-05,0.01236644,1.0,0.0007720353825942095,0.1799109880618554,0.8572224487341136
RNF227,0.0033062212,3.203641,0.998211091234347,3.7820813179550454e-06,0.014806353,2.4650626,0.9901875901875902,0.00039397973415629465,0.011500131,1.0,0.0007720003631448697,0.17990760077924958,0.8572251080076503
AC120053.1,0.0011056386,3.20364,0.998211091234347,0.0002460249864650708,0.01935788,2.349901,0.9884559884559885,0.0007247333580058205,0.018252242,1.0,0.0007713519186793673,0.17984487950006758,0.8572743492576704
ADAMTS19,0.011446551,2.6980212,0.9946332737030411,1.8148141894225685e-05,0.025380759,2.256838,0.9854256854256854,0.0021511149092958153,0.013934207,1.0,0.0007710721170386616,0.1798178154756893,0.8572955968656379
SHCBP1,0.011443072,2.5782042,0.9928443649373881,1.2202952452372308e-05,0.032304112,2.0830681,0.9786435786435786,1.9277301426891956e-05,0.02086104,1.0,0.0007702447857179274,0.17973779123073938,0.8573584234479061
RNFT1,0.11749135,1.5622209,0.9266547406082289,1.3252756130101007e-05,0.029707594,2.122995,0.9793650793650793,1.643824595956281e-05,-0.087783754,1.0,0.0007700238169625205,0.1797164178614908,0.8573752037121882
CFB,0.003954964,3.2036414,0.998211091234347,0.0004293530250535591,0.010664306,2.658981,0.9939393939393939,0.0009513368077754624,0.0067093414,1.0,0.0007696924119841467,0.1796843624654211,0.8574003705725866
AC011997.1,0.04045505,2.0309985,0.9749552772808586,1.4426329868345269e-05,0.05446673,1.8641648,0.9640692640692641,1.4504232648391891e-05,0.014011681,1.0,0.0007681229851774345,0.17953255847581764,0.8575195546531602
ZBTB33,0.014422019,2.5345895,0.9910554561717353,5.091212046096332e-06,0.040252313,2.0231884,0.9747474747474747,0.0010809486431722416,0.025830295,1.0,0.0007675404225782606,0.17947620966976305,0.8575637959551756
TMED4,0.057485078,1.8939961,0.9660107334525939,1.4342753990301432e-05,0.14260167,1.459351,0.9090909090909091,0.001828856332154513,0.085116595,1.0,0.0007675240008684489,0.1794746212675165,0.8575650430685366
TMEM202-AS1,0.017928915,2.4269736,0.9892665474060823,6.760207729427811e-06,0.02106404,2.3016076,0.9865800865800866,0.00014164176836202214,0.0031351242,1.0,0.0007662590779631696,0.17935227064706008,0.8576611061347494
FRMPD4,0.005330343,2.9094048,0.9964221824686941,8.382963795933687e-06,0.009394528,2.6705499,0.9940836940836941,0.0002775200391063145,0.0040641855,1.0,0.0007654194094295036,0.17927105307589983,0.8577248749274722
AL157935.1,0.0025797195,3.2036412,0.998211091234347,8.93117479286565e-06,0.004117182,3.0517802,0.9974025974025974,0.00017029966026895575,0.0015374625,1.0,0.0007646261036852029,0.1791943199804505,0.8577851235419951
AC009690.3,0.0029687602,3.2036402,0.998211091234347,5.6199722726132796e-06,0.0031677326,3.1954467,0.9978354978354979,0.00020449331913629905,0.00019897241,1.0,0.0007611273340638963,0.17885589885437686,0.8580508519335963
TM2D2,0.009277362,2.7734628,0.9946332737030411,0.0004707684883952598,0.026151918,2.2240481,0.9842712842712843,0.001215461525597239,0.016874555,1.0,0.0007605349112330866,0.17879859630999287,0.8580958475054792
TBC1D19,0.2080148,1.3157445,0.8676207513416816,1.4693715472533429e-05,0.18555145,1.3336732,0.8776334776334777,2.1124937774061648e-05,-0.022463351,1.0,0.0007598262914586513,0.17873005452874438,0.8581496690482195
AC068992.1,0.0031321796,3.2036407,0.998211091234347,4.513496109786059e-06,0.014508019,2.486541,0.9911976911976912,0.0005189541424633407,0.01137584,1.0,0.000759484820589188,0.17869702550177977,0.8581756048977252
OTOP1,0.0033775133,3.203641,0.998211091234347,3.683467594667813e-06,0.008620706,2.6970391,0.9939393939393939,4.859283429845973e-06,0.0052431934,1.0,0.0007591771294247129,0.1786672638422151,0.858198975197277
FIRRE,0.006875139,2.880587,0.9964221824686941,8.110990941681432e-06,0.0061465646,2.8857145,0.9961038961038962,0.00014754402961442948,-0.0007285746,1.0,0.0007580308401025527,0.17855638814441285,0.858286041270163
LINC01841,0.01250965,2.5796793,0.9928443649373881,5.067562151650618e-06,0.0050456435,2.9241424,0.9963924963924964,5.146391857386384e-06,-0.007464006,1.0,0.0007573771549866082,0.1784931599593708,0.8583356925053125
YIPF2,0.034305073,2.1102068,0.9785330948121646,5.460214402014583e-06,0.08691939,1.6680697,0.9432900432900433,0.0007570232254069241,0.052614316,1.0,0.0007572198845844655,0.17847794786130436,0.8583476382024047
B3GLCT,0.098863445,1.6449943,0.9391771019677997,4.531095544990701e-06,0.07449325,1.7310072,0.9515151515151515,9.524837150353495e-06,-0.024370193,1.0,0.0007562524384287704,0.1783843709034412,0.8584211226645277
UBXN8,0.010768181,2.6858473,0.9946332737030411,1.2084231194767915e-05,0.0366131,2.065653,0.9774891774891775,0.0010676158647055694,0.025844919,1.0,0.0007556876712591884,0.17832974337371318,0.8584640213417067
ZNF770,0.017952552,2.4500325,0.9892665474060823,1.5066860959892776e-05,0.13328044,1.485873,0.9141414141414141,0.00084663628724906,0.11532789,1.0,0.0007551063541509497,0.1782735150387071,0.8585081775582939
CHFR,0.26562315,1.2102731,0.8318425760286225,8.555662459301505e-07,0.08826103,1.6586965,0.9428571428571428,8.263971907173059e-06,-0.17736211,1.0,0.0007548178468807299,0.17824560895575906,0.8585300924217552
GLTPD2,0.0030230153,3.2036393,0.998211091234347,5.222209596373639e-06,0.0035856424,3.1758828,0.997979797979798,0.000378782874927163,0.0005626271,1.0,0.0007526988994159177,0.1780406521667308,0.8586910499177132
CSF1R,0.006071406,2.878014,0.9964221824686941,7.024689629644749e-06,0.00454095,3.0443847,0.9974025974025974,0.00032010026997831203,-0.0015304559,1.0,0.0007526437394086972,0.17803531677349882,0.8586952400088108
NANOG,0.0042515756,3.2036397,0.998211091234347,0.0006207924872037984,0.017458998,2.4201872,0.9897546897546897,0.001220931125566932,0.013207423,1.0,0.0007523596855131236,0.17800784144656667,0.8587168175109767
AL138760.1,0.0033715635,3.2036417,0.998211091234347,3.6863671124930275e-06,0.009284683,2.6594746,0.9935064935064936,0.0005208983390561464,0.005913119,1.0,0.0007518288325417045,0.17795649429319219,0.858757142821331
BCLAF1,0.4220906,0.99762434,0.7280858676207513,5.0303777165879336e-05,0.50173515,0.880988,0.6483405483405483,5.158492031105983e-05,0.07964456,1.0,0.000751541488352447,0.17792870071012604,0.8587789705699413
PGAP2,0.096372254,1.646588,0.9391771019677997,2.4313610912877346e-05,0.113169275,1.5422802,0.9248196248196249,3.123145443243159e-05,0.016797021,1.0,0.0007514289652718072,0.17791781683042512,0.8587875182770484
NECAP2,0.064232506,1.8338736,0.960644007155635,2.35995990037518e-06,0.056450486,1.8576154,0.9632034632034632,0.0005932932855577084,-0.0077820197,1.0,0.000750893770358582,0.17786604969946013,0.8588281740681265
SYT1,0.028372701,2.1900113,0.9821109123434705,8.662928151188106e-06,0.053650416,1.8819921,0.9658008658008658,0.000198227191076342,0.025277715,1.0,0.0007508459110183177,0.17786142046873663,0.8588318096951675
LINC02476,0.0033834903,3.2036402,0.998211091234347,3.6815339433158215e-06,0.004264555,2.9790244,0.9968253968253968,6.716951808352756e-06,0.0008810647,1.0,0.0007508005610915522,0.17785703396292332,0.8588352546977802
TRMU,0.08069265,1.7333835,0.9499105545617174,8.566193776855802e-06,0.10425019,1.5837126,0.9318903318903319,1.5475192267999356e-05,0.023557544,1.0,0.0007507296809543291,0.17785017802828013,0.8588406391056385
IQCD,0.024633544,2.2592578,0.9838998211091234,8.626649419286945e-06,0.0042549265,3.042547,0.9971139971139971,0.00012610664981928802,-0.020378618,1.0,0.0007506951451118781,0.17784683752291477,0.8588432626224285
DCAF4,0.01736621,2.4302175,0.9892665474060823,2.4289053757228006e-06,0.037605,2.0353317,0.9757575757575757,5.256028107779852e-06,0.020238789,1.0,0.0007483015515790752,0.17761531538616107,0.8590250958562806
AL034417.4,0.008140527,2.7530367,0.9946332737030411,9.897921460529994e-06,0.00546611,2.90683,0.9962481962481963,0.00028844777175168664,-0.0026744166,1.0,0.0007480124010146106,0.17758734708009286,0.859047062156568
DCDC1,0.014945924,2.481511,0.9910554561717353,9.3550317787006e-06,0.008814061,2.6867325,0.9940836940836941,0.0003677390594429938,-0.006131863,1.0,0.0007470756534170424,0.17749673946337946,0.8591182261042687
LINC02166,0.00039838091,3.20364,0.998211091234347,9.260659251022525e-07,0.0037002426,3.0769672,0.9972582972582973,0.0003651973593056709,0.0033018617,1.0,0.000746955708018106,0.1774851376543526,0.859127338340647
FAM69B,0.00029130914,3.2036428,0.998211091234347,1.028804126437683e-06,0.01522016,2.4399514,0.9900432900432901,0.0003429304382237165,0.01492885,1.0,0.000746907969207527,0.17748052008195367,0.8591309650571066
GLRX5,0.037623093,2.0913994,0.9785330948121646,1.5459554621959584e-05,0.0493923,1.9355983,0.9698412698412698,0.0016860611312772818,0.011769209,1.0,0.000746691678272985,0.17745959917845047,0.8591473967122005
AC019163.1,0.0052249525,3.0097027,0.9964221824686941,6.7112189215884504e-06,0.0060553197,2.9117339,0.9965367965367965,0.0004170855863296445,0.0008303672,1.0,0.0007430039713946362,0.1771029029539262,0.8594275617440721
AC023043.1,0.013513684,2.5304499,0.9910554561717353,7.702948784739217e-06,0.0018506948,3.4290605,0.9985569985569985,0.00040536872362401767,-0.01166299,1.0,0.0007417652547045642,0.17698308714936808,0.8595216743628473
PLBD1,0.085480295,1.7092266,0.9463327370304114,8.814879678077101e-06,0.115534894,1.542026,0.9251082251082251,9.10332452665473e-06,0.030054599,1.0,0.0007408372683097229,0.17689332696658533,0.859592180274575
AC046130.2,0.0011056386,3.20364,0.998211091234347,0.0002460249864650708,0.0050737974,3.0159087,0.9972582972582973,0.0005537116142992226,0.0039681587,1.0,0.0007387655481537371,0.17669293827456384,0.8597495880415846
AC008267.5,0.010182609,2.6898887,0.9946332737030411,9.167019830305027e-06,0.007294053,2.7968192,0.9955266955266955,0.0001784162537084927,-0.0028885556,1.0,0.0007386079656540555,0.17667769598862798,0.8597615612716691
C15orf65,0.006864087,2.8861487,0.9964221824686941,8.40523848005903e-06,0.007577453,2.7845092,0.9952380952380953,0.0001470894678451681,0.0007133656,1.0,0.0007371169814354881,0.1765334794174274,0.8598748489054338
C2orf76,0.030099832,2.184843,0.9821109123434705,6.469960142659819e-06,0.06775795,1.7840068,0.9568542568542568,0.0009286182425761258,0.037658118,1.0,0.0007362850511178258,0.1764530103310367,0.8599380617049746
ZNF555,0.011169488,2.6141872,0.9928443649373881,1.5801320981846935e-06,0.01345557,2.5196092,0.9910533910533911,6.883245782667831e-06,0.0022860821,1.0,0.0007323118512822804,0.17606869958526125,0.8602399708585129
FAM111B,0.014049512,2.567294,0.9928443649373881,1.3150361483674519e-05,0.06260292,1.8247209,0.9611832611832611,0.001580513409672233,0.04855341,1.0,0.000732098973073582,0.17604810878023497,0.86025614728431
AC092171.5,0.0030804481,3.2036417,0.998211091234347,4.831288347837102e-06,0.0093999375,2.6948001,0.9943722943722944,0.00042838175781031,0.0063194893,1.0,0.0007320808207247277,0.17604635298062393,0.8602575266678725
AC145285.2,0.00039838091,3.20364,0.998211091234347,9.260659251022525e-07,0.006185303,2.849569,0.9956709956709957,0.00034961652616973736,0.005786922,1.0,0.0007315260651036754,0.1759926938254658,0.8602996823427826
RP9,0.06333531,1.8413451,0.960644007155635,0.0004925139194629659,0.06975745,1.7704437,0.9555555555555556,0.0008306445590411988,0.0064221397,1.0,0.0007314156969455577,0.17598201838226846,0.8603080692258702
AFDN-DT,0.0077293436,2.768626,0.9946332737030411,1.2631385086360118e-05,0.009995591,2.6150854,0.9932178932178932,0.0006950202253326327,0.0022662473,1.0,0.00072999540548635,0.17584463962144617,0.8604159986664452
PRDM6,0.0035725916,3.2036414,0.998211091234347,4.092544952213939e-06,0.004476391,3.074646,0.9971139971139971,5.541439923389853e-06,0.0009037992,1.0,0.0007298686965729877,0.17583238360639375,0.8604256275366393
AC092171.3,0.0031001982,3.2036324,0.998211091234347,4.708216762616487e-06,0.008777947,2.726922,0.9946608946608947,0.00037403450367629184,0.005677749,1.0,0.0007292853973103972,0.1757759635460155,0.8604699539115013
AP001432.1,0.011013087,2.6272156,0.9928443649373881,2.5723037215841416e-06,0.021016518,2.3034825,0.987012987012987,4.981142667153136e-06,0.010003431,1.0,0.0007292024245257855,0.17576793794094828,0.860476259257356
SCOC-AS1,0.023478555,2.2885785,0.9856887298747764,0.0002926201626829432,0.027125616,2.1943712,0.9829725829725829,0.0005114957856310918,0.003647061,1.0,0.0007286293819163156,0.17571250996306598,0.8605198066929018
